hearing_congress,hearing_chamber,hearing_committee_id,hearing_date,hearing_description
116.0,house,HSIF,2020-01-15,&quot;Lifting Voices: Legislation to Promote Media Marketplace Diversity&quot;
116.0,house,HSIF,2020-01-15,Cannabis Policies for the New Decade.
116.0,house,HSIF,2020-01-14,Promoting American Innovation and Jobs: Legislation to Phase Down the Use of Hydrofluorocarbons
116.0,house,HSIF,2020-01-14,A Public Health Emergency: State Efforts to Curb the Opioid Crisis
116.0,house,HSIF,2020-01-09,Subcommittee Markup of 9 Energy bills
116.0,house,HSIF,2020-01-08,Americans at Risk: Manipulation and Deception in the Digital Age
116.0,house,HSIF,2020-01-08,&quot;Legislation to Improve Americans&#39; Health Care Coverage and Outcomes&quot;
116.0,house,HSIF,2019-12-10,Proposals to Achieve Universal Health Care Coverage
116.0,house,HSIF,2019-12-10,Securing the U.S. Drug Supply Chain: Oversight of FDAs Foreign Inspection Program
116.0,house,HSIF,2019-12-05,Building a 100 Percent Clean Economy: Solutions for Economy-Wide Deep Decarbonization
116.0,house,HSIF,2019-12-05,&quot;Accountability and Oversight of the Federal Communications Commission&quot;
116.0,house,HSIF,2019-12-04,Flu Season: U.S. Public Health Preparedness and Response
116.0,house,HSIF,2019-12-04,&quot;Building Consumer Confidence by Empowering FDA to Improve Cosmetic Safety&quot;
116.0,house,HSIF,2019-11-20,&quot;Building a 100 Percent Clean Economy: The Challenges Facing Frontline Communities&quot;
116.0,house,HSBA,2020-07-30,Protecting Consumers During the Pandemic? An Examination of the Consumer Financial Protection Bureau
116.0,house,HSBA,2019-02-14,The Affordable Housing Crisis in Rural America: Assessing the Federal Response
116.0,house,HSBA,2019-02-13,Challenges and Solutions: Access to Banking Services for Cannabis-Related Businesses
116.0,house,HSBA,2019-02-13,Homeless in America: Examining the Crisis and Solutions to End Homelessness
116.0,house,HSBA,2019-02-12,The Use of Sanctions and Economic Statecraft in Addressing U.S. National Security and Foreign Policy Challenges
116.0,house,HSBA,2019-01-30,Organizational Meeting
116.0,house,HSFA,2019-02-12,Venezuela at a Crossroads
116.0,house,HSFA,2019-02-06,"H.J. Res. 37, Directing the removal of United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress."
116.0,house,HSFA,2019-02-06,U.S. Policy in the Arabian Peninsula
116.0,house,HSFA,2019-01-29,Committee Organizational Meeting
116.0,house,HSHM,2019-03-06,The Way Forward on Border Security
116.0,house,HSHM,2019-02-12,Defending Our Democracy: Building Partnerships to Protect Americas Elections
116.0,house,HSHM,2019-01-30,Organizational Meeting for the 116th Congress
116.0,house,HSII,2020-07-29,FC Markup on Multiple Bills
116.0,house,HSII,2019-02-13,Climate Change and Public Lands: Examining Impacts and Considering Adaptation Opportunities.
116.0,house,HSII,2019-02-12,The Impacts of Climate Change on Tribal Communities
116.0,house,HSII,2019-02-12,&quot;Climate Change: Preparing for the Energy Transition&quot;
116.0,house,HSII,2019-02-07,Healthy Oceans and Healthy Economies: The State of Our Oceans in the 21st Century
116.0,house,HSII,2019-02-06,Climate Change: The Impacts and the Need to Act
116.0,house,HSII,2019-01-30,Full Committee organizational meeting to consider and adopt the Rules of the Committee on Natural Resources for the 116th Congress.
116.0,house,HSGO,2019-02-14,Effects of Vacancies at the Merit Systems Protection Board
116.0,house,HSGO,2019-02-14,Impact of the Shutdown and Resource Constraints on the Coast Guard
116.0,house,HSGO,2019-02-12,"Failure of DOJ, DHS, and HHS to Produce Documents on Child Separation Policy"
116.0,house,HSGO,2019-02-06,H.R. 1: Strengthening Ethics Rules for the Executive Branch
116.0,house,HSGO,2019-01-31,Impact of the Shutdown on the Coast Guard
116.0,house,HSGO,2019-01-29,Examining the Actions of Drug Companies in Raising Prescription Drug Prices
116.0,house,HSGO,2019-01-29,Organizational Meeting
116.0,house,HSRU,2019-02-11,H.J. Res. 37Directing the removal of United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress.
116.0,house,HSRU,2019-02-06,H.R. 840Veterans Access to Child Care Act; H. Res. 86Providing amounts for the expenses of the Select Committee on the Climate Crisis and the Select Committee on the Modernization of Congress.
116.0,house,HSRU,2019-01-29,H.R. 790Federal Civilian Workforce Pay Raise Fairness Act of 2019
116.0,house,HSRU,2019-01-22,"H.R. 648Consolidated Appropriations Act, 2019"
116.0,house,HSRU,2019-01-16,"H.J. Res. 28Further Additional Continuing Appropriations Act, 2019"
116.0,house,HSRU,2019-01-15,"H.R. 268Supplemental Appropriations Act, 2019"
116.0,house,HSRU,2019-01-08,"H.R. 264Financial Services and General Government Appropriations Act, 2019; H.R. 267Transportation, Housing and Urban Development, and Related Agencies Appropriations Act, 2019; H.R. 265Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2019; H.R. 266Department of the Interior, Environment, and Related Agencies Appropriations Act, 2019"
116.0,house,HSRU,2019-01-08,Committee Organizational Meeting for the 116th Congress
116.0,house,HSSY,2019-02-06,Organizational Meeting for 116th Congress
116.0,house,HSSM,2019-02-06,&quot;The Shutdown: Economic Impact on Small Businesses.&quot;
116.0,house,HSSM,2019-02-06,116th Organizational Meeting
116.0,house,HSBU,2020-09-10,"Machines, Artificial Intelligence, &amp; the Workforce: Recovering &amp; Readying Our Economy for the Future"
116.0,house,HSBU,2020-07-15,Software Update Required: COVID-19 Exposes Need for Federal Investments in Technology
116.0,house,HSBU,2020-07-08,Fueling American Innovation and Recovery: The Federal Role in Research and Development
116.0,house,HSBU,2020-06-23,Health and Wealth Inequality in America: How COVID-19 Makes Clear the Need for Change
116.0,house,HSBU,2020-06-03,Addressing the Economic Impacts of COVID-19: Views from Two Former CBO Directors (Virtual Hearing)
116.0,house,HSBU,2020-03-11,Protecting Congress Power of the Purse and the Rule of Law
116.0,house,HSBU,2020-03-10,Department of Defense FY 2021 Budget
116.0,house,HSBU,2020-02-27,Budget Priorities: Members Day
116.0,house,HSBU,2020-02-12,The Presidents Fiscal Year 2021 Budget
116.0,house,HSBU,2020-01-29,The Congressional Budget Offices Budget and Economic Outlook
116.0,house,HSBU,2020-01-15,Why Federal Investments Matter: Stability from Congress to State Capitals
116.0,house,HSBU,2019-11-20,Reexamining the Economic Costs of Debt
116.0,house,HSBU,2019-11-14,The Economic Outlook: The View from the Federal Reserve
116.0,house,HSBU,2019-10-16,Strengthening Our Fiscal Toolkit: Policy Options to Improve Economic Resiliency
116.0,house,HSBU,2019-09-25,"Americas Infrastructure: Todays Gaps, Tomorrows Opportunities, and the Need for Federal Investment"
116.0,house,HSBU,2019-09-19,Solutions to Rising Economic Inequality
116.0,house,HSBU,2019-07-24,"The Costs of Climate Change: From Coasts to Heartland, Health to Security"
116.0,house,HSBU,2019-06-26,Building A More Dynamic Economy: The Benefits of Immigration
116.0,house,HSBU,2019-06-19,Poverty in America: Economic Realities of Struggling Families
116.0,house,HSBU,2019-06-11,The Costs of Climate Change: Risks to the U.S. Economy and the Federal Budget
116.0,house,HSBU,2019-05-22,Key Design Components and Considerations for Establishing a Single-Payer Health Care System
116.0,house,HSBU,2019-05-15,Keeping Our Promise to Americas Seniors: Retirement Security in the 21st Century
116.0,house,HSBU,2019-04-03,A Bill to Invest for the People by Raising the Discretionary Spending Caps and for Other Budget Enforcement Purposes
116.0,house,HSBU,2019-03-27,Department of Defenses Fiscal Year 2020 Budget Request
116.0,house,HSBU,2019-03-26,Department of Health and Human Services FY 2020 Budget
116.0,house,HSBU,2019-03-12,The President&#39;s 2020 Budget
116.0,house,HSBU,2019-03-06,Fiscal Year 2020 Budget: Members&#39; Day
116.0,house,HSBU,2019-02-27,2017 Tax Law: Impact on the Budget and American Families
116.0,house,HSBU,2019-02-07,Investing in America&#39;s Economic and National Security
116.0,house,HSBU,2019-01-29,The Congressional Budget Office&#39;s Budget and Economic Outlook
116.0,house,HSBU,2019-01-29,Consideration of Rules of the Committee on the Budget for the 116th Congress
116.0,house,HSJU,2019-02-14,"The State of Competition in the Wireless Market: Examining the Impact of the Proposed Merger of T-Mobile and Sprint on Consumers, Workers, and the Internet"
116.0,house,HSJU,2019-02-13,H.R. 8 and H.R. 1112
116.0,house,HSJU,2019-02-12,Oversight of the Trump Administrations Family Separation Policy
116.0,house,HSJU,2019-02-08,Oversight of the U.S. Department of Justice
116.0,house,HSJU,2019-02-07,"Resolution authorizing issuance of a subpoena to Acting Attorney General Matthew G. Whitaker to secure his appearance and testimony at the hearing of the Committee regarding oversight of the U.S. Department of Justice; and H.R. 948, the &quot;No Oil Producing and Exporting Cartels Act of 2019&quot; or &quot;NOPEC&quot;."
116.0,house,HSJU,2019-02-06,Preventing Gun Violence: A Call to Action
116.0,house,HSJU,2019-02-06,Preventing Gun Violence: A Call to Action
116.0,house,HSJU,2019-01-29,"H.R. 1, the &quot;For the People Act of 2019&quot;"
116.0,house,HSJU,2019-01-24,Committee Organizational Meeting
116.0,house,HSPW,2019-02-13,Putting U.S. Aviation at Risk: The Impact of the Shutdown
116.0,house,HSPW,2019-02-07,&quot;The Cost of Doing Nothing: Why Investing in Our Nation&#39;s Infrastructure Cannot Wait.&quot;
116.0,house,HSPW,2019-02-07,Organizational Meeting.
116.0,house,HSVR,2019-02-13,Full Committee Hearing- &quot;VA 2030: A Vision for the Future of VA&quot;
116.0,house,HSVR,2019-02-13,Business Meeting-- Formal Organization of the 116th Congress
116.0,house,HSIG,2019-11-13,Impeachment Inquiry: Ambassador William B. Taylor and Mr. George Kent
116.0,house,HSIG,2019-02-06,Full Committee Organizational/Business Meeting (Closed)
117.0,house,HSHA,2022-07-28,The Independent State Legislature Theory and its Potential to Disrupt our Democracy
117.0,house,HSHA,2022-07-27,A Growing Threat: Foreign and Domestic Sources of Disinformation
117.0,house,HSHA,2022-06-22,A Growing Threat: How Disinformation Damages American Democracy
117.0,house,HSHA,2022-05-25,Voting in America: Access to the Ballot in Florida
117.0,house,HSHA,2022-04-28,A Growing Threat: The Impact of Disinformation Targeted at Communities of Color
117.0,house,HSHA,2022-04-11,Voting in America: Access to the Ballot in New Mexico
117.0,house,HSHA,2022-04-07,Examining Stock Trading Reforms for Congress
117.0,house,HSHA,2022-04-07,"H.Res. ___, Adjusting the amount provided for the expenses of certain committees of the House of Representatives in the One Hundred Seventeenth Congress"
117.0,house,HSHA,2022-03-17,Voting in America: Ensuring Free and Fair Access to the Ballot in Texas
117.0,house,HSHA,2022-03-02,Oversight of Section 220 of the Congressional Accountability Act: Implementing the Rights of Congressional Staff to Collectively Bargain
117.0,house,HSHA,2022-02-17,Oversight of the January 6th Capitol Attack: Ongoing Review of the United States Capitol Police Inspector General Flash Reports
117.0,house,HSHA,2022-02-16,Big Data: Privacy Risks and Needed Reforms in the Public and Private Sectors
117.0,house,HSHA,2021-12-17,Member Day
117.0,house,HSHA,2021-12-16,Oversight of the Smithsonian Institution: Protecting Smithsonian Facilities and Collections Against Climate Change
117.0,house,HSHA,2021-11-09,Oversight of the Office of Congressional Workplace Rights: Lessons Learned from the Congressional Accountability Act of 1995 Reform Act
117.0,house,HSHA,2021-08-05,Oversight of the Renovations to the Cannon House Office Building: Lessons Learned
117.0,house,HSHA,2021-07-28,Election Subversion: A Growing Threat to Electoral Integrity
117.0,house,HSHA,2021-07-12,The Elections Clause: Constitutional Interpretation and Congressional Exercise
117.0,house,HSHA,2021-06-24,"Voting in America: A National Perspective on the Right to Vote, Methods of Election, Jurisdictional Boundaries, and Redistricting"
117.0,house,HSHA,2021-06-23,Joint Committee on the Library
117.0,house,HSHA,2021-06-23,Joint Committee on Printing
117.0,house,HSHA,2021-06-15,Oversight of the January 6th Attack: United States Capitol Police Containment Emergency Response Team and First Responders Unit
117.0,house,HSHA,2021-06-11,Voting in America: The Potential for Polling Place Quality and Restrictions on Opportunities to Vote to Interfere with Free and Fair Access to the Ballot
117.0,house,HSHA,2021-05-24,"Voting in America: The Potential for Voter ID Laws, Proof-of-Citizenship Laws, and Lack of Multi-Lingual Support To Interfere with Free and Fair Access to the Ballot"
117.0,house,HSHA,2021-05-19,Reforming the Capitol Police and Improving Accountability for the Capitol Police Board
117.0,house,HSHA,2021-05-12,Oversight of the January 6th Attack: Review of the Architect of the Capitols Emergency Preparedness
117.0,house,HSHA,2021-05-10,Oversight of the January 6th Attack: United States Capitol Police Threat Assessment and Counter-Surveillance Before and During the Attack
117.0,house,HSHA,2021-05-06,Voting in America: The Potential for Voter List Purges to Interfere with Free and Fair Access to the Ballot
117.0,house,HSAG,2022-09-29,A 2022 Review of the Farm Bill: Title XII Department Operations and Outreach
117.0,house,HSAG,2022-09-20,Assessing Crypto as a Tool for Financial Inclusion
117.0,house,HSAG,2022-09-20,A 2022 Review of the Farm Bill: Stakeholder Perspectives on Title II Conservation Programs
117.0,house,HSAG,2022-09-15,"Rail Service Challenges and the Impact on Agriculture (Joint Hearing with the Committee on Transportation and Infrastructure Subcommittee on Railroads, Pipelines, and Hazardous Materials)"
117.0,house,HSAG,2022-09-15,A 2022 Review of the Farm Bill: Broadband
117.0,house,HSAG,2022-09-14,Soil Health Practices and Programs that Support Regenerative Agriculture
117.0,house,HSAG,2022-07-28,An Examination of the USDA Hemp Production Program
117.0,house,HSAG,2022-07-20,A 2022 Review of the Farm Bill: Stakeholder Perspectives on Title XI Crop Insurance
117.0,house,HSAG,2022-07-14,"A 2022 Review of the Farm Bill: The State of Credit for Young, Beginning, and Underserved Producers"
117.0,house,HSAG,2022-07-13,A 2022 Review of the Farm Bill: Forestry
117.0,house,HSAG,2022-06-23,The Future of Digital Asset Regulation
117.0,house,HSAG,2022-06-22,A 2022 Review of the Farm Bill: Dairy Provisions
117.0,house,HSAG,2022-06-15,The Role of Climate Research in Supporting Agricultural Resiliency
117.0,house,HSAG,2022-06-14,A 2022 Review of the Farm Bill: Stakeholder Perspectives on Non-SNAP USDA Nutrition Programs
117.0,house,HSAG,2022-06-09,A 2022 Review of the Farm Bill: Economic Perspectives on Title I Commodities and Title XI Crop Insurance
117.0,house,HSAG,2022-06-08,A 2022 Review of the Farm Bill: Stakeholder Perspectives on SNAP
117.0,house,HSAG,2022-05-25,"Supporting Careers in Conservation: Workforce Training, Education, and Job Opportunities"
