name,code,begin_date,end_date,parent_committee_id,member_id
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,G000577
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,G000546
Intelligence and Special Operations,HSAS26,,2021-01-03,HSAS,G000546
Aviation,HSPW05,,2021-01-03,HSPW,G000546
Coast Guard and Maritime Transportation,HSPW07,,2021-01-03,HSPW,G000546
Highways and Transit,HSPW12,,2021-01-03,HSPW,G000546
"Economic Development, Public Buildings, and Emergency Management",HSPW13,,2021-01-03,HSPW,G000546
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,G000546
"National Security, the Border, and Foreign Affairs",HSGO06,2019-01-29,2021-01-03,HSGO,G000590
"Counterterrorism, Law Enforcement, and Intelligence",HSHM05,,2021-01-03,HSHM,G000590
Transportation and Maritime Security,HSHM07,,2021-01-03,HSHM,G000590
Oversight and Investigations,HSBA09,2019-01-24,2021-01-03,HSBA,G000553
Housing and Insurance,HSBA04,,2021-01-03,HSBA,G000553
Diversity and Inclusion,HSBA13,,2021-01-03,HSBA,G000553
Border Security and Enforcement,HSHM11,,2021-01-03,HSHM,G000553
Emergency Management and Technology,HSHM12,,2021-01-03,HSHM,G000553
Oversight and Investigations,HSIF02,2019-01-18,2021-01-03,HSIF,G000568
"Energy, Climate, and Grid Security",HSIF03,2019-01-18,2021-01-03,HSIF,G000568
Health,HSIF14,2019-01-18,2021-01-03,HSIF,G000568
Federal Lands,HSII10,2019-01-30,2021-01-03,HSII,G000551
"Water, Wildlife and Fisheries",HSII13,2019-01-30,2021-01-03,HSII,G000551
Oversight and Investigations,HSII15,2019-01-30,2021-01-03,HSII,G000551
Indian and Insular Affairs,HSII24,2019-01-30,2021-01-03,HSII,G000551
Energy and Mineral Resources,HSII06,2019-01-30,2021-01-03,HSII,G000551
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,G000551
Civil Rights and Human Services,HSED07,,2021-01-03,HSED,G000551
Government Operations and the Federal Workforce,HSGO24,2019-01-29,2021-01-03,HSGO,G000576
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,G000576
"Early Childhood, Elementary, and Secondary Education",HSED14,2019-01-29,2021-01-03,HSED,G000576
"Economic Growth, Energy Policy, and Regulatory Affairs",HSGO05,,2021-01-03,HSGO,G000576
Western Hemisphere,HSFA07,2019-01-29,2021-01-03,HSFA,G000591
Europe,HSFA14,2019-01-29,2021-01-03,HSFA,G000591
Border Security and Enforcement,HSHM11,,2021-01-03,HSHM,G000591
Emergency Management and Technology,HSHM12,,2021-01-03,HSHM,G000591
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,G000558
Oversight and Investigations,HSIF02,2019-01-18,2021-01-03,HSIF,G000558
Health,HSIF14,2019-01-18,2021-01-03,HSIF,G000558
"Innovation, Data, and Commerce",HSIF17,2019-01-18,2021-01-03,HSIF,G000558
Indian and Insular Affairs,HSII24,2019-01-30,2021-01-03,HSII,H001080
Federal Lands,HSII10,2019-01-29,2021-01-03,HSII,H001080
Military Personnel,HSAS02,2019-01-23,2021-01-03,HSAS,H001080
Readiness,HSAS03,2019-01-23,2021-01-03,HSAS,H001080
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,2019-02-06,2021-01-03,HSAG,H001088
"Livestock, Dairy, and Poultry",HSAG29,2019-02-06,2021-01-03,HSAG,H001088
Contracting and Infrastructure,HSSM23,,2021-01-03,HSSM,H001088
"Underserved, Agricultural, and Rural Business Development",HSSM25,,2021-01-03,HSSM,H001088
"Conservation, Research, and Biotechnology",HSAG14,2019-02-06,2021-01-03,HSAG,H001090
"Livestock, Dairy, and Poultry",HSAG29,2019-02-06,2021-01-03,HSAG,H001090
"Health, Employment, Labor, and Pensions",HSED02,2019-01-29,2021-01-03,HSED,H001090
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,H001090
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",HSAP01,2019-01-29,2021-01-03,HSAP,H001052
"Labor, Health and Human Services, Education, and Related Agencies",HSAP07,2019-01-29,2021-01-03,HSAP,H001052
"Conservation, Research, and Biotechnology",HSAG14,2019-02-06,2021-01-03,HSAG,H001053
"Livestock, Dairy, and Poultry",HSAG29,2019-02-06,2021-01-03,HSAG,H001053
Tactical Air and Land Forces,HSAS25,2019-01-23,2021-01-03,HSAS,H001053
Seapower and Projection Forces,HSAS28,,2021-01-03,HSAS,H001053
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,2019-02-06,2021-01-03,HSAG,H001081
"Livestock, Dairy, and Poultry",HSAG29,2019-02-06,2021-01-03,HSAG,H001081
"Early Childhood, Elementary, and Secondary Education",HSED14,2019-01-29,2021-01-03,HSED,H001081
Civil Rights and Human Services,HSED07,,2021-01-03,HSED,H001081
"Economic Growth, Tax, and Capital Access",HSSM27,2019-02-04,2021-01-03,HSSM,H001082
Indian and Insular Affairs,HSII24,2019-01-30,2021-01-03,HSII,H001082
Energy and Mineral Resources,HSII06,2019-01-30,2021-01-03,HSII,H001082
"Innovation, Entrepreneurship, and Workforce Development",HSSM26,,2021-01-03,HSSM,H001082
"Labor, Health and Human Services, Education, and Related Agencies",HSAP07,2019-01-29,2021-01-03,HSAP,H001056
Legislative Branch,HSAP24,2019-01-29,2021-01-03,HSAP,H001056
"Water, Wildlife and Fisheries",HSII13,2019-01-30,2021-01-03,HSII,H001071
Federal Lands,HSII10,2019-01-30,2021-01-03,HSII,H001071
"National Security, the Border, and Foreign Affairs",HSGO06,2019-01-29,2021-01-03,HSGO,H001071
Government Operations and the Federal Workforce,HSGO24,2019-01-29,2021-01-03,HSGO,H001071
Civil Rights and Civil Liberties,HSGO02,,2021-01-03,HSGO,H001071
Trade,HSWM04,2019-01-16,2021-01-03,HSWM,H001038
Social Security,HSWM01,2019-01-16,2021-01-03,HSWM,H001038
Health,HSWM02,2019-01-16,2021-01-03,HSWM,H001038
Environment,HSGO28,2019-01-29,2021-01-03,HSGO,H001077
"Oversight, Investigations, and Accountability",HSHM09,,2021-01-03,HSHM,H001077
Border Security and Enforcement,HSHM11,,2021-01-03,HSHM,H001077
"National Security, Illicit Finance, and International Financial Institutions",HSBA01,,2021-01-03,HSBA,H001072
Capital Markets,HSBA16,,2021-01-03,HSBA,H001072
"National Security, Illicit Finance, and International Financial Institutions",HSBA01,,2021-01-03,HSBA,H001047
Capital Markets,HSBA16,,2021-01-03,HSBA,H001047
National Intelligence Enterprise,HSIG06,,2021-01-03,HSIG,H001047
Strategic Technologies and Advanced Research,HSIG10,,2021-01-03,HSIG,H001047
Diversity and Inclusion,HSBA13,,2021-01-03,HSBA,H001074
Capital Markets,HSBA16,,2021-01-03,HSBA,H001074
Federal Lands,HSII10,2019-01-30,2021-01-03,HSII,H001066
Health,HSWM02,2019-01-16,2021-01-03,HSWM,H001066
Africa,HSFA16,2019-01-29,2021-01-03,HSFA,H001085
Indo-Pacific,HSFA05,2019-01-29,2021-01-03,HSFA,H001085
Intelligence and Special Operations,HSAS26,2019-01-23,2021-01-03,HSAS,H001085
Readiness,HSAS03,2019-01-23,2021-01-03,HSAS,H001085
"Innovation, Entrepreneurship, and Workforce Development",HSSM26,,2021-01-03,HSSM,H001085
"Energy, Climate, and Grid Security",HSIF03,2019-01-18,2021-01-03,HSIF,H001067
Health,HSIF14,2019-01-18,2021-01-03,HSIF,H001067
"Innovation, Data, and Commerce",HSIF17,2019-01-18,2021-01-03,HSIF,H001067
Energy and Mineral Resources,HSII06,2019-01-30,2021-01-03,HSII,H001068
Federal Lands,HSII10,2019-01-30,2021-01-03,HSII,H001068
"Water, Wildlife and Fisheries",HSII13,2019-01-29,2021-01-03,HSII,H001068
Highways and Transit,HSPW12,,2021-01-03,HSPW,H001068
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,H001068
Capital Markets,HSBA16,2019-01-24,2021-01-03,HSBA,H001058
Housing and Insurance,HSBA04,,2021-01-03,HSBA,H001058
"Immigration Integrity, Security, and Enforcement",HSJU01,2019-01-28,2021-01-03,HSJU,J000032
Crime and Federal Government Surveillance,HSJU08,2019-01-28,2021-01-03,HSJU,J000032
The Constitution and Limited Government,HSJU10,2019-01-28,2021-01-03,HSJU,J000032
"Counterterrorism, Law Enforcement, and Intelligence",HSHM05,,2021-01-03,HSHM,J000032
Cybersecurity and Infrastructure Protection,HSHM08,,2021-01-03,HSHM,J000032
Workforce Protections,HSED10,2019-01-29,2021-01-03,HSED,J000298
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,J000298
"Immigration Integrity, Security, and Enforcement",HSJU01,2019-01-28,2021-01-03,HSJU,J000298
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,2019-01-28,2021-01-03,HSJU,J000298
"Courts, Intellectual Property, and the Internet",HSJU03,2019-01-28,2021-01-03,HSJU,J000294
Crime and Federal Government Surveillance,HSJU08,2019-01-28,2021-01-03,HSJU,J000294
"Courts, Intellectual Property, and the Internet",HSJU03,2019-01-28,2021-01-03,HSJU,J000288
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,2019-01-28,2021-01-03,HSJU,J000288
Aviation,HSPW05,,2021-01-03,HSPW,J000288
Highways and Transit,HSPW12,,2021-01-03,HSPW,J000288
"Economic Development, Public Buildings, and Emergency Management",HSPW13,,2021-01-03,HSPW,J000288
Aviation,HSPW05,,2021-01-03,HSPW,J000126
Research and Technology,HSSY15,,2021-01-03,HSSY,J000126
Space and Aeronautics,HSSY16,,2021-01-03,HSSY,J000126
Environment,HSSY18,,2021-01-03,HSSY,J000126
Highways and Transit,HSPW12,,2021-01-03,HSPW,J000126
Energy,HSSY20,,2021-01-03,HSSY,J000126
Investigations and Oversight,HSSY21,,2021-01-03,HSSY,J000126
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,J000126
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,J000126
"Water, Wildlife and Fisheries",HSII13,2019-01-30,2021-01-03,HSII,J000299
Oversight and Investigations,HSII15,2019-01-30,2021-01-03,HSII,J000299
"Courts, Intellectual Property, and the Internet",HSJU03,2019-01-28,2021-01-03,HSJU,J000299
The Constitution and Limited Government,HSJU10,2019-01-28,2021-01-03,HSJU,J000299
"Energy, Climate, and Grid Security",HSIF03,2019-01-18,2021-01-03,HSIF,J000292
Communications and Technology,HSIF16,2019-01-18,2021-01-03,HSIF,J000292
"Environment, Manufacturing, and Critical Materials",HSIF18,2019-01-18,2021-01-03,HSIF,J000292
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,2019-02-06,2021-01-03,HSAG,J000301
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,2019-02-06,2021-01-03,HSAG,J000301
"Health, Employment, Labor, and Pensions",HSED02,2019-01-29,2021-01-03,HSED,J000301
Civil Rights and Human Services,HSED07,,2021-01-03,HSED,J000301
"Courts, Intellectual Property, and the Internet",HSJU03,2019-01-28,2021-01-03,HSJU,J000289
The Constitution and Limited Government,HSJU10,2019-01-28,2021-01-03,HSJU,J000289
"Underserved, Agricultural, and Rural Business Development",HSSM25,2019-02-04,2021-01-03,HSSM,J000302
"Innovation, Entrepreneurship, and Workforce Development",HSSM26,,2021-01-03,HSSM,J000302
Border Security and Enforcement,HSHM11,,2021-01-03,HSHM,J000302
Emergency Management and Technology,HSHM12,,2021-01-03,HSHM,J000302
"Interior, Environment, and Related Agencies",HSAP06,2019-01-29,2021-01-03,HSAP,J000295
Financial Services and General Government,HSAP23,2019-01-29,2021-01-03,HSAP,J000295
Defense,HSAP02,,2021-01-03,HSAP,K000009
"Energy and Water Development, and Related Agencies",HSAP10,,2021-01-03,HSAP,K000009
"Commerce, Justice, Science, and Related Agencies",HSAP19,,2021-01-03,HSAP,K000009
Aviation,HSPW05,,2021-01-03,HSPW,K000386
Highways and Transit,HSPW12,,2021-01-03,HSPW,K000386
Transportation and Maritime Security,HSHM07,,2021-01-03,HSHM,K000386
Cybersecurity and Infrastructure Protection,HSHM08,,2021-01-03,HSHM,K000386
"Middle East, North Africa, and Central Asia",HSFA13,2019-01-29,2021-01-03,HSFA,K000375
Europe,HSFA14,2019-01-29,2021-01-03,HSFA,K000375
Intelligence and Special Operations,HSAS26,2019-01-23,2021-01-03,HSAS,K000375
Strategic Forces,HSAS29,2019-01-23,2021-01-03,HSAS,K000375
Oversight,HSWM06,2019-01-16,2021-01-03,HSWM,K000376
Health,HSWM02,2019-01-16,2021-01-03,HSWM,K000376
"National Security, the Border, and Foreign Affairs",HSGO06,2019-01-29,2021-01-03,HSGO,K000385
"Energy, Climate, and Grid Security",HSIF03,2019-01-15,2021-01-03,HSIF,K000385
Health,HSIF14,2019-01-15,2021-01-03,HSIF,K000385
"Innovation, Data, and Commerce",HSIF17,2019-01-15,2021-01-03,HSIF,K000385
Civil Rights and Civil Liberties,HSGO02,,2021-01-03,HSGO,K000385
Forestry,HSAG15,2019-02-06,2021-01-03,HSAG,K000388
"Livestock, Dairy, and Poultry",HSAG29,2019-02-06,2021-01-03,HSAG,K000388
Military Personnel,HSAS02,2019-01-23,2021-01-03,HSAS,K000388
Seapower and Projection Forces,HSAS28,,2021-01-03,HSAS,K000388
"Oversight, Investigations, and Regulations",HSSM24,,2021-01-03,HSSM,K000388
"Underserved, Agricultural, and Rural Business Development",HSSM25,,2021-01-03,HSSM,K000388
Government Operations and the Federal Workforce,HSGO24,2019-01-29,2021-01-03,HSGO,K000389
Intelligence and Special Operations,HSAS26,2019-01-23,2021-01-03,HSAS,K000389
Strategic Forces,HSAS29,2019-01-23,2021-01-03,HSAS,K000389
"Economic Growth, Energy Policy, and Regulatory Affairs",HSGO05,,2021-01-03,HSGO,K000389
Trade,HSWM04,2019-01-16,2021-01-03,HSWM,K000380
Social Security,HSWM01,2019-01-16,2021-01-03,HSWM,K000380
Defense,HSAP02,,2021-01-03,HSAP,K000381
"Interior, Environment, and Related Agencies",HSAP06,,2021-01-03,HSAP,K000381
"Energy and Water Development, and Related Agencies",HSAP10,,2021-01-03,HSAP,K000381
"Economic Growth, Tax, and Capital Access",HSSM27,2019-01-29,2021-01-03,HSSM,K000394
Intelligence and Special Operations,HSAS26,2019-01-23,2021-01-03,HSAS,K000394
Readiness,HSAS03,2019-01-23,2021-01-03,HSAS,K000394
"Innovation, Entrepreneurship, and Workforce Development",HSSM26,,2021-01-03,HSSM,K000394
Trade,HSWM04,2019-01-16,2021-01-03,HSWM,K000188
Health,HSWM02,2019-01-16,2021-01-03,HSWM,K000188
"Middle East, North Africa, and Central Asia",HSFA13,2019-01-29,2021-01-03,HSFA,K000378
Europe,HSFA14,2019-01-29,2021-01-03,HSFA,K000378
"Energy, Climate, and Grid Security",HSIF03,2019-01-18,2021-01-03,HSIF,K000378
Communications and Technology,HSIF16,2019-01-18,2021-01-03,HSIF,K000378
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,2019-02-06,2021-01-03,HSAG,K000368
Defense,HSAP02,,2021-01-03,HSAP,K000368
"Energy and Water Development, and Related Agencies",HSAP10,,2021-01-03,HSAP,K000368
Financial Services and General Government,HSAP23,,2021-01-03,HSAP,K000368
Environment,HSGO28,2019-01-29,2021-01-03,HSGO,K000391
Intelligence Modernization and Readiness,HSIG08,,2021-01-03,HSIG,K000391
"Economic Growth, Energy Policy, and Regulatory Affairs",HSGO05,,2021-01-03,HSGO,K000391
Strategic Technologies and Advanced Research,HSIG10,,2021-01-03,HSIG,K000391
Oversight and Investigations,HSIF02,2019-01-15,2021-01-03,HSIF,K000382
"Energy, Climate, and Grid Security",HSIF03,2019-01-15,2021-01-03,HSIF,K000382
Health,HSIF14,2019-01-15,2021-01-03,HSIF,K000382
Housing and Insurance,HSBA04,,2021-01-03,HSBA,K000392
Diversity and Inclusion,HSBA13,,2021-01-03,HSBA,K000392
Consumer Protection and Financial Institutions,HSBA15,,2021-01-03,HSBA,K000392
Tax,HSWM05,2019-01-16,2021-01-03,HSWM,L000585
Oversight,HSWM06,2019-01-16,2021-01-03,HSWM,L000585
"Conservation, Research, and Biotechnology",HSAG14,2019-02-06,2021-01-03,HSAG,L000578
Forestry,HSAG15,2019-02-06,2021-01-03,HSAG,L000578
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,L000578
Highways and Transit,HSPW12,,2021-01-03,HSPW,L000578
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,L000578
Health,HSVR03,2019-01-31,2021-01-03,HSVR,L000588
Technology Modernization,HSVR11,2019-01-31,2021-01-03,HSVR,L000588
Environment,HSSY18,2019-01-30,2021-01-03,HSSY,L000588
Energy,HSSY20,2019-01-30,2021-01-03,HSSY,L000588
"Water, Wildlife and Fisheries",HSII13,2019-01-30,2021-01-03,HSII,L000564
Energy and Mineral Resources,HSII06,2019-01-30,2021-01-03,HSII,L000564
Readiness,HSAS03,2019-01-23,2021-01-03,HSAS,L000564
Tactical Air and Land Forces,HSAS25,,2021-01-03,HSAS,L000564
Tactical Air and Land Forces,HSAS25,2019-01-23,2021-01-03,HSAS,L000559
Intelligence and Special Operations,HSAS26,2019-01-23,2021-01-03,HSAS,L000559
Seapower and Projection Forces,HSAS28,,2021-01-03,HSAS,L000559
"Counterterrorism, Law Enforcement, and Intelligence",HSHM05,,2021-01-03,HSHM,L000559
Cybersecurity and Infrastructure Protection,HSHM08,,2021-01-03,HSHM,L000559
Aviation,HSPW05,2019-01-24,2021-01-03,HSPW,L000560
Intelligence and Special Operations,HSAS26,2019-01-23,2021-01-03,HSAS,L000560
Strategic Forces,HSAS29,2019-01-23,2021-01-03,HSAS,L000560
Coast Guard and Maritime Transportation,HSPW07,,2021-01-03,HSPW,L000560
Tax,HSWM05,2019-01-16,2021-01-03,HSWM,L000557
Social Security,HSWM01,2019-01-16,2021-01-03,HSWM,L000557
"Energy, Climate, and Grid Security",HSIF03,2019-01-18,2021-01-03,HSIF,L000566
Communications and Technology,HSIF16,2019-01-18,2021-01-03,HSIF,L000566
"Innovation, Data, and Commerce",HSIF17,2019-01-18,2021-01-03,HSIF,L000566
"National Security, the Border, and Foreign Affairs",HSGO06,2019-01-29,2021-01-03,HSGO,L000581
Government Operations and the Federal Workforce,HSGO24,2019-01-29,2021-01-03,HSGO,L000581
"Interior, Environment, and Related Agencies",HSAP06,,2021-01-03,HSAP,L000581
"Commerce, Justice, Science, and Related Agencies",HSAP19,,2021-01-03,HSAP,L000581
"Transportation, Housing and Urban Development, and Related Agencies",HSAP20,,2021-01-03,HSAP,L000581
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,2019-02-06,2021-01-03,HSAG,L000586
"Conservation, Research, and Biotechnology",HSAG14,2019-02-06,2021-01-03,HSAG,L000586
"General Farm Commodities, Risk Management, and Credit",HSAG16,2019-02-06,2021-01-03,HSAG,L000586
Housing and Insurance,HSBA04,,2021-01-03,HSBA,L000586
Diversity and Inclusion,HSBA13,,2021-01-03,HSBA,L000586
Consumer Protection and Financial Institutions,HSBA15,,2021-01-03,HSBA,L000586
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",HSAP01,,2021-01-03,HSAP,L000551
"State, Foreign Operations, and Related Programs",HSAP04,,2021-01-03,HSAP,L000551
"Labor, Health and Human Services, Education, and Related Agencies",HSAP07,,2021-01-03,HSAP,L000551
Economic Opportunity,HSVR10,2019-01-31,2021-01-03,HSVR,L000590
Technology Modernization,HSVR11,2019-01-31,2021-01-03,HSVR,L000590
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,L000590
Civil Rights and Human Services,HSED07,,2021-01-03,HSED,L000590
"Immigration Integrity, Security, and Enforcement",HSJU01,2019-01-28,2021-01-03,HSJU,L000589
Crime and Federal Government Surveillance,HSJU08,2019-01-28,2021-01-03,HSJU,L000589
Transportation and Maritime Security,HSHM07,,2021-01-03,HSHM,L000589
Border Security and Enforcement,HSHM11,,2021-01-03,HSHM,L000589
Health,HSVR03,2019-01-31,2021-01-03,HSVR,L000593
Economic Opportunity,HSVR10,2019-01-31,2021-01-03,HSVR,L000593
"Water, Wildlife and Fisheries",HSII13,2019-01-30,2021-01-03,HSII,L000593
Energy and Mineral Resources,HSII06,2019-01-30,2021-01-03,HSII,L000593
"Health, Employment, Labor, and Pensions",HSED02,2019-01-29,2021-01-03,HSED,L000592
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,L000592
Indo-Pacific,HSFA05,2019-01-29,2021-01-03,HSFA,L000592
Western Hemisphere,HSFA07,2019-01-29,2021-01-03,HSFA,L000592
Oversight and Accountability,HSFA17,2019-01-29,2021-01-03,HSFA,L000582
"Middle East, North Africa, and Central Asia",HSFA13,2019-01-29,2021-01-03,HSFA,L000582
"Courts, Intellectual Property, and the Internet",HSJU03,2019-01-28,2021-01-03,HSJU,L000582
Crime and Federal Government Surveillance,HSJU08,2019-01-28,2021-01-03,HSJU,L000582
Space and Aeronautics,HSSY16,2019-01-30,2021-01-03,HSSY,L000397
"Immigration Integrity, Security, and Enforcement",HSJU01,2019-01-28,2021-01-03,HSJU,L000397
"Courts, Intellectual Property, and the Internet",HSJU03,2019-01-28,2021-01-03,HSJU,L000397
Health,HSIF14,2019-01-18,2021-01-03,HSIF,L000576
Communications and Technology,HSIF16,2019-01-18,2021-01-03,HSIF,L000576
"Environment, Manufacturing, and Critical Materials",HSIF18,2019-01-18,2021-01-03,HSIF,L000576
Oversight and Investigations,HSBA09,,2021-01-03,HSBA,L000583
Consumer Protection and Financial Institutions,HSBA15,,2021-01-03,HSBA,L000583
"Water, Wildlife and Fisheries",HSII13,2019-01-30,2021-01-03,HSII,L000579
Federal Lands,HSII10,2019-01-30,2021-01-03,HSII,L000579
Energy and Mineral Resources,HSII06,2019-01-29,2021-01-03,HSII,L000579
Coast Guard and Maritime Transportation,HSPW07,,2021-01-03,HSPW,L000579
Highways and Transit,HSPW12,,2021-01-03,HSPW,L000579
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,L000579
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,L000579
Research and Technology,HSSY15,,2021-01-03,HSSY,L000491
"National Security, Illicit Finance, and International Financial Institutions",HSBA01,,2021-01-03,HSBA,L000491
Space and Aeronautics,HSSY16,,2021-01-03,HSSY,L000491
Environment,HSSY18,,2021-01-03,HSSY,L000491
Energy,HSSY20,,2021-01-03,HSSY,L000491
Investigations and Oversight,HSSY21,,2021-01-03,HSSY,L000491
Diversity and Inclusion,HSBA13,,2021-01-03,HSBA,L000491
Consumer Protection and Financial Institutions,HSBA15,,2021-01-03,HSBA,L000491
Consumer Protection and Financial Institutions,HSBA15,2019-01-24,2021-01-03,HSBA,L000569
Housing and Insurance,HSBA04,,2021-01-03,HSBA,L000569
Disability Assistance and Memorial Affairs,HSVR09,2019-01-31,2021-01-03,HSVR,L000591
Economic Opportunity,HSVR10,2019-01-31,2021-01-03,HSVR,L000591
Seapower and Projection Forces,HSAS28,2019-01-23,2021-01-03,HSAS,L000591
Military Personnel,HSAS02,2019-01-23,2021-01-03,HSAS,L000591
Government Operations and the Federal Workforce,HSGO24,2019-01-29,2021-01-03,HSGO,L000562
"National Security, the Border, and Foreign Affairs",HSGO06,2019-01-24,2021-01-03,HSGO,L000562
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,L000562
Aviation,HSPW05,,2021-01-03,HSPW,L000562
"National Security, Illicit Finance, and International Financial Institutions",HSBA01,,2021-01-03,HSBA,L000562
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,L000562
Oversight and Investigations,HSBA09,,2021-01-03,HSBA,L000562
Oversight and Accountability,HSFA17,2019-01-29,2021-01-03,HSFA,M001203
"Middle East, North Africa, and Central Asia",HSFA13,2019-01-29,2021-01-03,HSFA,M001203
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,M001203
Highways and Transit,HSPW12,,2021-01-03,HSPW,M001203
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,M001203
"Conservation, Research, and Biotechnology",HSAG14,2019-02-06,2021-01-03,HSAG,M001185
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,2019-02-06,2021-01-03,HSAG,M001185
Coast Guard and Maritime Transportation,HSPW07,2019-01-24,2021-01-03,HSPW,M001185
Aviation,HSPW05,,2021-01-03,HSPW,M001185
"Counterterrorism, Counterintelligence, and Counterproliferation",HSIG05,,2021-01-03,HSIG,M001185
Highways and Transit,HSPW12,,2021-01-03,HSPW,M001185
National Intelligence Enterprise,HSIG06,,2021-01-03,HSIG,M001185
Capital Markets,HSBA16,2019-01-24,2021-01-03,HSBA,M000087
Housing and Insurance,HSBA04,,2021-01-03,HSBA,M000087
Civil Rights and Civil Liberties,HSGO02,,2021-01-03,HSGO,M000087
Government Operations and the Federal Workforce,HSGO24,2019-01-29,2021-01-03,HSGO,M001184
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,M001184
Aviation,HSPW05,,2021-01-03,HSPW,M001184
Highways and Transit,HSPW12,,2021-01-03,HSPW,M001184
Civil Rights and Civil Liberties,HSGO02,,2021-01-03,HSGO,M001184
Indo-Pacific,HSFA05,2019-01-29,2021-01-03,HSFA,M001199
"Middle East, North Africa, and Central Asia",HSFA13,2019-01-29,2021-01-03,HSFA,M001199
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,M001199
Aviation,HSPW05,,2021-01-03,HSPW,M001199
Coast Guard and Maritime Transportation,HSPW07,,2021-01-03,HSPW,M001199
Health,HSIF14,2019-01-15,2021-01-03,HSIF,M001163
Communications and Technology,HSIF16,2019-01-15,2021-01-03,HSIF,M001163
"Innovation, Data, and Commerce",HSIF17,2019-01-15,2021-01-03,HSIF,M001163
"Environment, Manufacturing, and Critical Materials",HSIF18,2019-01-15,2021-01-03,HSIF,M001163
"Health, Employment, Labor, and Pensions",HSED02,2019-01-29,2021-01-03,HSED,M001208
Workforce Protections,HSED10,2019-01-29,2021-01-03,HSED,M001208
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,2019-01-28,2021-01-03,HSJU,M001208
Crime and Federal Government Surveillance,HSJU08,2019-01-28,2021-01-03,HSJU,M001208
"Water, Wildlife and Fisheries",HSII13,2019-01-30,2021-01-03,HSII,M001177
Federal Lands,HSII10,2019-01-30,2021-01-03,HSII,M001177
"Immigration Integrity, Security, and Enforcement",HSJU01,2019-01-28,2021-01-03,HSJU,M001177
Crime and Federal Government Surveillance,HSJU08,2019-01-28,2021-01-03,HSJU,M001177
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",HSAP01,,2021-01-03,HSAP,M001143
Defense,HSAP02,,2021-01-03,HSAP,M001143
"Interior, Environment, and Related Agencies",HSAP06,,2021-01-03,HSAP,M001143
Oversight and Investigations,HSII15,2019-01-30,2021-01-03,HSII,M001200
Energy and Mineral Resources,HSII06,2019-01-30,2021-01-03,HSII,M001200
"Energy, Climate, and Grid Security",HSIF03,2019-01-15,2021-01-03,HSIF,M001200
Communications and Technology,HSIF16,2019-01-15,2021-01-03,HSIF,M001200
"Environment, Manufacturing, and Critical Materials",HSIF18,2019-01-15,2021-01-03,HSIF,M001200
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,2019-02-06,2021-01-03,HSAG,M000312
Oversight and Investigations,HSIF02,2019-01-18,2021-01-03,HSIF,M001180
"Energy, Climate, and Grid Security",HSIF03,2019-01-18,2021-01-03,HSIF,M001180
"Environment, Manufacturing, and Critical Materials",HSIF18,2019-01-18,2021-01-03,HSIF,M001180
"Energy, Climate, and Grid Security",HSIF03,2019-01-18,2021-01-03,HSIF,M001159
"Innovation, Data, and Commerce",HSIF17,2019-01-18,2021-01-03,HSIF,M001159
