name,code,begin_date,end_date,parent_committee_id,member_id
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",HSAP01,,2025-01-03,HSAP,F000472
"Military Construction, Veterans Affairs, and Related Agencies",HSAP18,,2025-01-03,HSAP,F000472
Legislative Branch,HSAP24,,2025-01-03,HSAP,F000472
Government Operations and the Federal Workforce,HSGO24,,2025-01-03,HSGO,F000476
Environment,HSSY18,,2025-01-03,HSSY,F000476
"National Security, the Border, and Foreign Affairs",HSGO06,,2025-01-03,HSGO,F000476
The Constitution and Limited Government,HSJU10,,2025-01-03,HSJU,F000478
Government Operations and the Federal Workforce,HSGO24,,2025-01-03,HSGO,F000478
Crime and Federal Government Surveillance,HSJU08,,2025-01-03,HSJU,F000478
Health Care and Financial Services,HSGO27,,2025-01-03,HSGO,F000478
"Courts, Intellectual Property, and the Internet",HSJU03,,2025-01-03,HSJU,F000478
"Economic Growth, Energy Policy, and Regulatory Affairs",HSGO05,,2025-01-03,HSGO,F000478
Communications and Technology,HSIF16,,2025-01-03,HSIF,F000469
"Environment, Manufacturing, and Critical Materials",HSIF18,,2025-01-03,HSIF,F000469
Federal Lands,HSII10,,2025-01-03,HSII,F000469
"Innovation, Data, and Commerce",HSIF17,,2025-01-03,HSIF,F000469
Energy and Mineral Resources,HSII06,,2025-01-03,HSII,F000469
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,,2025-01-03,HSJU,G000578
Crime and Federal Government Surveillance,HSJU08,,2025-01-03,HSJU,G000578
Military Personnel,HSAS02,,2025-01-03,HSAS,G000578
"Cyber, Information Technologies, and Innovation",HSAS35,,2025-01-03,HSAS,G000578
Central Intelligence Agency,HSIG01,,2025-01-03,HSIG,G000579
National Security Agency and Cyber,HSIG02,,2025-01-03,HSIG,G000579
Seapower and Projection Forces,HSAS28,,2025-01-03,HSAS,G000579
"Cyber, Information Technologies, and Innovation",HSAS35,,2025-01-03,HSAS,G000579
Tactical Air and Land Forces,HSAS25,,2025-01-03,HSAS,G000574
Intelligence and Special Operations,HSAS26,,2025-01-03,HSAS,G000574
Oversight and Investigations,HSII15,,2025-01-03,HSII,G000574
"Water, Wildlife and Fisheries",HSII13,,2025-01-03,HSII,G000574
Indian and Insular Affairs,HSII24,,2025-01-03,HSII,G000574
Coast Guard and Maritime Transportation,HSPW07,,2025-01-03,HSPW,G000559
Highways and Transit,HSPW12,,2025-01-03,HSPW,G000559
Seapower and Projection Forces,HSAS28,,2025-01-03,HSAS,G000559
Readiness,HSAS03,,2025-01-03,HSAS,G000559
Strategic Forces,HSAS29,,2025-01-03,HSAS,G000559
Water Resources and Environment,HSPW02,,2025-01-03,HSPW,G000559
"Economic Development, Public Buildings, and Emergency Management",HSPW13,,2025-01-03,HSPW,G000559
Cybersecurity and Infrastructure Protection,HSHM08,,2025-01-03,HSHM,G000597
Housing and Insurance,HSBA04,,2025-01-03,HSBA,G000597
Capital Markets,HSBA16,,2025-01-03,HSBA,G000597
"Energy and Water Development, and Related Agencies",HSAP10,,2025-01-03,HSAP,G000061
Defense Intelligence and Overhead Architecture,HSIG04,,2025-01-03,HSIG,G000061
National Security Agency and Cyber,HSIG02,,2025-01-03,HSIG,G000061
Defense,HSAP02,,2025-01-03,HSAP,G000061
"Commerce, Justice, Science, and Related Agencies",HSAP19,,2025-01-03,HSAP,G000061
Space and Aeronautics,HSSY16,,2025-01-03,HSSY,G000061
Aviation,HSPW05,,2025-01-03,HSPW,G000586
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2025-01-03,HSPW,G000586
Highways and Transit,HSPW12,,2025-01-03,HSPW,G000586
Government Operations and the Federal Workforce,HSGO24,,2025-01-03,HSGO,G000598
Border Security and Enforcement,HSHM11,,2025-01-03,HSHM,G000598
Transportation and Maritime Security,HSHM07,,2025-01-03,HSHM,G000598
"National Security, the Border, and Foreign Affairs",HSGO06,,2025-01-03,HSGO,G000598
Oversight and Investigations,HSBA09,,2025-01-03,HSBA,G000587
Housing and Insurance,HSBA04,,2025-01-03,HSBA,G000587
Tactical Air and Land Forces,HSAS25,,2025-01-03,HSAS,G000593
Transportation and Maritime Security,HSHM07,,2025-01-03,HSHM,G000593
Cybersecurity and Infrastructure Protection,HSHM08,,2025-01-03,HSHM,G000593
Readiness,HSAS03,,2025-01-03,HSAS,G000593
Forestry,HSAG15,,2025-01-03,HSAG,G000600
"Rural Development, Energy, and Supply Chains",HSSM21,,2025-01-03,HSSM,G000600
"Oversight, Investigations, and Regulations",HSSM24,,2025-01-03,HSSM,G000600
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,,2025-01-03,HSAG,G000600
"Rural Development, Energy, and Supply Chains",HSSM21,,2025-01-03,HSSM,G000592
Seapower and Projection Forces,HSAS28,,2025-01-03,HSAS,G000592
"Oversight, Investigations, and Regulations",HSSM24,,2025-01-03,HSSM,G000592
"Economic Growth, Tax, and Capital Access",HSSM27,,2025-01-03,HSSM,G000592
"Cyber, Information Technologies, and Innovation",HSAS35,,2025-01-03,HSAS,G000592
"Counterterrorism, Law Enforcement, and Intelligence",HSHM05,,2025-01-03,HSHM,G000599
Emergency Management and Technology,HSHM12,,2025-01-03,HSHM,G000599
"National Security, the Border, and Foreign Affairs",HSGO06,,2025-01-03,HSGO,G000599
National Security Agency and Cyber,HSIG02,,2025-01-03,HSIG,G000585
Health Care and Financial Services,HSGO27,,2025-01-03,HSGO,G000585
"Cybersecurity, Information Technology, and Government Innovation",HSGO12,,2025-01-03,HSGO,G000585
Oversight and Investigations,HSIG09,,2025-01-03,HSIG,G000585
"Counterterrorism, Law Enforcement, and Intelligence",HSHM05,,2025-01-03,HSHM,G000594
Border Security and Enforcement,HSHM11,,2025-01-03,HSHM,G000594
"Military Construction, Veterans Affairs, and Related Agencies",HSAP18,,2025-01-03,HSAP,G000594
"Commerce, Justice, Science, and Related Agencies",HSAP19,,2025-01-03,HSAP,G000594
"Transportation, Housing and Urban Development, and Related Agencies",HSAP20,,2025-01-03,HSAP,G000594
"National Security, Illicit Finance, and International Financial Institutions",HSBA01,,2025-01-03,HSBA,G000581
Capital Markets,HSBA16,,2025-01-03,HSBA,G000581
Coast Guard and Maritime Transportation,HSPW07,,2025-01-03,HSPW,G000582
"Economic Development, Public Buildings, and Emergency Management",HSPW13,,2025-01-03,HSPW,G000582
Water Resources and Environment,HSPW02,,2025-01-03,HSPW,G000582
"Water, Wildlife and Fisheries",HSII13,,2025-01-03,HSII,G000582
Indian and Insular Affairs,HSII24,,2025-01-03,HSII,G000582
Higher Education and Workforce Development,HSED13,,2025-01-03,HSED,G000595
"Health, Employment, Labor, and Pensions",HSED02,,2025-01-03,HSED,G000595
Aviation,HSPW05,,2025-01-03,HSPW,G000589
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2025-01-03,HSPW,G000589
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,,2025-01-03,HSJU,G000589
Highways and Transit,HSPW12,,2025-01-03,HSPW,G000589
"Courts, Intellectual Property, and the Internet",HSJU03,,2025-01-03,HSJU,G000589
Health Care and Financial Services,HSGO27,,2025-01-03,HSGO,G000565
"National Security, the Border, and Foreign Affairs",HSGO06,,2025-01-03,HSGO,G000565
Energy and Mineral Resources,HSII06,,2025-01-03,HSII,G000565
Oversight and Investigations,HSII15,,2025-01-03,HSII,G000565
National Intelligence Enterprise,HSIG06,,2025-01-03,HSIG,G000583
National Security Agency and Cyber,HSIG02,,2025-01-03,HSIG,G000583
"National Security, Illicit Finance, and International Financial Institutions",HSBA01,,2025-01-03,HSBA,G000583
"Digital Assets, Financial Technology and Inclusion",HSBA21,,2025-01-03,HSBA,G000583
Capital Markets,HSBA16,,2025-01-03,HSBA,G000583
Energy and Mineral Resources,HSII06,,2025-01-03,HSII,G000577
"Water, Wildlife and Fisheries",HSII13,,2025-01-03,HSII,G000577
"Economic Development, Public Buildings, and Emergency Management",HSPW13,,2025-01-03,HSPW,G000577
Aviation,HSPW05,,2025-01-03,HSPW,G000577
Tactical Air and Land Forces,HSAS25,,2025-01-03,HSAS,G000546
Western Hemisphere,HSFA07,,2025-01-03,HSFA,G000590
Indo-Pacific,HSFA05,,2025-01-03,HSFA,G000590
Oversight and Investigations,HSBA09,,2025-01-03,HSBA,G000553
"Digital Assets, Financial Technology and Inclusion",HSBA21,,2025-01-03,HSBA,G000553
Financial Institutions and Monetary Policy,HSBA20,,2025-01-03,HSBA,G000553
Government Operations and the Federal Workforce,HSGO24,,2025-01-03,HSGO,G000596
Border Security and Enforcement,HSHM11,,2025-01-03,HSHM,G000596
"Oversight, Investigations, and Accountability",HSHM09,,2025-01-03,HSHM,G000596
"Cybersecurity, Information Technology, and Government Innovation",HSGO12,,2025-01-03,HSGO,G000596
Oversight and Investigations,HSIF02,,2025-01-03,HSIF,G000568
Health,HSIF14,,2025-01-03,HSIF,G000568
"Energy, Climate, and Grid Security",HSIF03,,2025-01-03,HSIF,G000568
Oversight,HSHA06,,2025-01-03,HSHA,G000568
Higher Education and Workforce Development,HSED13,,2025-01-03,HSED,G000551
"Early Childhood, Elementary, and Secondary Education",HSED14,,2025-01-03,HSED,G000551
Energy and Mineral Resources,HSII06,,2025-01-03,HSII,G000551
Workforce Protections,HSED10,,2025-01-03,HSED,G000576
Higher Education and Workforce Development,HSED13,,2025-01-03,HSED,G000576
Health Care and Financial Services,HSGO27,,2025-01-03,HSGO,G000576
"National Security, the Border, and Foreign Affairs",HSGO06,,2025-01-03,HSGO,G000576
Border Security and Enforcement,HSHM11,,2025-01-03,HSHM,G000591
"Energy and Water Development, and Related Agencies",HSAP10,,2025-01-03,HSAP,G000591
"Military Construction, Veterans Affairs, and Related Agencies",HSAP18,,2025-01-03,HSAP,G000591
Homeland Security,HSAP15,,2025-01-03,HSAP,G000591
Health,HSIF14,,2025-01-03,HSIF,G000558
Oversight and Investigations,HSIF02,,2025-01-03,HSIF,G000558
"Energy, Climate, and Grid Security",HSIF03,,2025-01-03,HSIF,G000558
The Constitution and Limited Government,HSJU10,,2025-01-03,HSJU,H001096
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,,2025-01-03,HSJU,H001096
"Water, Wildlife and Fisheries",HSII13,,2025-01-03,HSII,H001096
Indian and Insular Affairs,HSII24,,2025-01-03,HSII,H001096
"Interior, Environment, and Related Agencies",HSAP06,,2025-01-03,HSAP,H001090
"Labor, Health and Human Services, Education, and Related Agencies",HSAP07,,2025-01-03,HSAP,H001090
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",HSAP01,,2025-01-03,HSAP,H001052
"Labor, Health and Human Services, Education, and Related Agencies",HSAP07,,2025-01-03,HSAP,H001052
Homeland Security,HSAP15,,2025-01-03,HSAP,H001052
Communications and Technology,HSIF16,,2025-01-03,HSIF,H001086
Health,HSIF14,,2025-01-03,HSIF,H001086
"Innovation, Data, and Commerce",HSIF17,,2025-01-03,HSIF,H001086
"Livestock, Dairy, and Poultry",HSAG29,,2025-01-03,HSAG,H001081
"Early Childhood, Elementary, and Secondary Education",HSED14,,2025-01-03,HSED,H001081
"Health, Employment, Labor, and Pensions",HSED02,,2025-01-03,HSED,H001081
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,,2025-01-03,HSAG,H001081
Health,HSWM02,,2025-01-03,HSWM,H001082
Tax,HSWM05,,2025-01-03,HSWM,H001082
Trade,HSWM04,,2025-01-03,HSWM,H001038
Social Security,HSWM01,,2025-01-03,HSWM,H001038
Health,HSWM02,,2025-01-03,HSWM,H001038
Government Operations and the Federal Workforce,HSGO24,,2025-01-03,HSGO,H001077
Border Security and Enforcement,HSHM11,,2025-01-03,HSHM,H001077
Transportation and Maritime Security,HSHM07,,2025-01-03,HSHM,H001077
"National Security, the Border, and Foreign Affairs",HSGO06,,2025-01-03,HSGO,H001077
National Intelligence Enterprise,HSIG06,,2025-01-03,HSIG,H001072
"Global Health, Global Human Rights, and International Organizations",HSFA06,,2025-01-03,HSFA,H001072
National Security Agency and Cyber,HSIG02,,2025-01-03,HSIG,H001072
"Digital Assets, Financial Technology and Inclusion",HSBA21,,2025-01-03,HSBA,H001072
Capital Markets,HSBA16,,2025-01-03,HSBA,H001072
Oversight and Accountability,HSFA17,,2025-01-03,HSFA,H001072
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",HSAP01,,2025-01-03,HSAP,H001091
Financial Services and General Government,HSAP23,,2025-01-03,HSAP,H001091
Homeland Security,HSAP15,,2025-01-03,HSAP,H001091
Tactical Air and Land Forces,HSAS25,,2025-01-03,HSAS,H001066
Oversight and Investigations,HSBA09,,2025-01-03,HSBA,H001066
Housing and Insurance,HSBA04,,2025-01-03,HSBA,H001066
Military Personnel,HSAS02,,2025-01-03,HSAS,H001066
Rules and Organization of the House,HSRU04,,2025-01-03,HSRU,H001093
Higher Education and Workforce Development,HSED13,,2025-01-03,HSED,H001093
Housing and Insurance,HSBA04,,2025-01-03,HSBA,H001093
"Digital Assets, Financial Technology and Inclusion",HSBA21,,2025-01-03,HSBA,H001093
Capital Markets,HSBA16,,2025-01-03,HSBA,H001093
"Health, Employment, Labor, and Pensions",HSED02,,2025-01-03,HSED,H001093
Defense Intelligence and Overhead Architecture,HSIG04,,2025-01-03,HSIG,H001085
Military Personnel,HSAS02,,2025-01-03,HSAS,H001085
Strategic Forces,HSAS29,,2025-01-03,HSAS,H001085
"Labor, Health and Human Services, Education, and Related Agencies",HSAP07,,2025-01-03,HSAP,H000874
Financial Services and General Government,HSAP23,,2025-01-03,HSAP,H000874
Highways and Transit,HSPW12,,2025-01-03,HSPW,H001094
Water Resources and Environment,HSPW02,,2025-01-03,HSPW,H001094
"Water, Wildlife and Fisheries",HSII13,,2025-01-03,HSII,H001094
Health,HSIF14,,2025-01-03,HSIF,H001067
Highways and Transit,HSPW12,,2025-01-03,HSPW,H001068
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2025-01-03,HSPW,H001068
Energy and Mineral Resources,HSII06,,2025-01-03,HSII,H001068
"Water, Wildlife and Fisheries",HSII13,,2025-01-03,HSII,H001068
Water Resources and Environment,HSPW02,,2025-01-03,HSPW,H001068
"Economic Development, Public Buildings, and Emergency Management",HSPW13,,2025-01-03,HSPW,H001068
Western Hemisphere,HSFA07,,2025-01-03,HSFA,H001058
Europe,HSFA14,,2025-01-03,HSFA,H001058
Oversight and Investigations,HSBA09,,2025-01-03,HSBA,H001058
Capital Markets,HSBA16,,2025-01-03,HSBA,H001058
The Constitution and Limited Government,HSJU10,,2025-01-03,HSJU,H001095
"Immigration Integrity, Security, and Enforcement",HSJU01,,2025-01-03,HSJU,H001095
"Rural Development, Energy, and Supply Chains",HSSM21,,2025-01-03,HSSM,H001095
"Oversight, Investigations, and Regulations",HSSM24,,2025-01-03,HSSM,H001095
Energy and Mineral Resources,HSII06,,2025-01-03,HSII,H001095
Oversight and Investigations,HSII15,,2025-01-03,HSII,H001095
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,,2025-01-03,HSJU,I000056
Europe,HSFA14,,2025-01-03,HSFA,I000056
Research and Technology,HSSY15,,2025-01-03,HSSY,I000056
"Courts, Intellectual Property, and the Internet",HSJU03,,2025-01-03,HSJU,I000056
Oversight and Accountability,HSFA17,,2025-01-03,HSFA,I000056
Space and Aeronautics,HSSY16,,2025-01-03,HSSY,I000056
Responsiveness and Accountability to Oversight,HSJU13,,2025-01-03,HSJU,I000058
"Oversight, Investigations, and Accountability",HSHM09,,2025-01-03,HSHM,I000058
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,,2025-01-03,HSJU,I000058
"Courts, Intellectual Property, and the Internet",HSJU03,,2025-01-03,HSJU,I000058
"General Farm Commodities, Risk Management, and Credit",HSAG16,,2025-01-03,HSAG,J000304
"Livestock, Dairy, and Poultry",HSAG29,,2025-01-03,HSAG,J000304
Intelligence and Special Operations,HSAS26,,2025-01-03,HSAS,J000304
Seapower and Projection Forces,HSAS28,,2025-01-03,HSAS,J000304
"Middle East, North Africa, and Central Asia",HSFA13,,2025-01-03,HSFA,J000304
Tactical Air and Land Forces,HSAS25,,2025-01-03,HSAS,J000308
Intelligence and Special Operations,HSAS26,,2025-01-03,HSAS,J000308
Investigations and Oversight,HSSY21,,2025-01-03,HSSY,J000308
Space and Aeronautics,HSSY16,,2025-01-03,HSSY,J000308
Africa,HSFA16,,2025-01-03,HSFA,J000309
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,,2025-01-03,HSAG,J000309
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,,2025-01-03,HSAG,J000309
The Constitution and Limited Government,HSJU10,,2025-01-03,HSJU,J000032
Border Security and Enforcement,HSHM11,,2025-01-03,HSHM,J000032
"Immigration Integrity, Security, and Enforcement",HSJU01,,2025-01-03,HSJU,J000032
Crime and Federal Government Surveillance,HSJU08,,2025-01-03,HSJU,J000032
Cybersecurity and Infrastructure Protection,HSHM08,,2025-01-03,HSHM,J000032
"Global Health, Global Human Rights, and International Organizations",HSFA06,,2025-01-03,HSFA,J000305
Intelligence and Special Operations,HSAS26,,2025-01-03,HSAS,J000305
Africa,HSFA16,,2025-01-03,HSFA,J000305
Seapower and Projection Forces,HSAS28,,2025-01-03,HSAS,J000305
Aviation,HSPW05,,2025-01-03,HSPW,J000307
"Global Health, Global Human Rights, and International Organizations",HSFA06,,2025-01-03,HSFA,J000307
Higher Education and Workforce Development,HSED13,,2025-01-03,HSED,J000307
Africa,HSFA16,,2025-01-03,HSFA,J000307
Water Resources and Environment,HSPW02,,2025-01-03,HSPW,J000307
"Immigration Integrity, Security, and Enforcement",HSJU01,,2025-01-03,HSJU,J000298
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,,2025-01-03,HSJU,J000298
Higher Education and Workforce Development,HSED13,,2025-01-03,HSED,J000298
"Health, Employment, Labor, and Pensions",HSED02,,2025-01-03,HSED,J000298
Health,HSIF14,,2025-01-03,HSIF,J000292
"Energy, Climate, and Grid Security",HSIF03,,2025-01-03,HSIF,J000292
"Environment, Manufacturing, and Critical Materials",HSIF18,,2025-01-03,HSIF,J000292
Aviation,HSPW05,,2025-01-03,HSPW,J000288
The Constitution and Limited Government,HSJU10,,2025-01-03,HSJU,J000288
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,,2025-01-03,HSJU,J000288
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2025-01-03,HSPW,J000288
Highways and Transit,HSPW12,,2025-01-03,HSPW,J000288
"Courts, Intellectual Property, and the Internet",HSJU03,,2025-01-03,HSJU,J000288
Aviation,HSPW05,,2025-01-03,HSPW,J000301
"General Farm Commodities, Risk Management, and Credit",HSAG16,,2025-01-03,HSAG,J000301
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2025-01-03,HSPW,J000301
Highways and Transit,HSPW12,,2025-01-03,HSPW,J000301
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,,2025-01-03,HSAG,J000301
The Constitution and Limited Government,HSJU10,,2025-01-03,HSJU,J000299
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,,2025-01-03,HSJU,J000299
Seapower and Projection Forces,HSAS28,,2025-01-03,HSAS,J000299
Readiness,HSAS03,,2025-01-03,HSAS,J000299
Communications and Technology,HSIF16,,2025-01-03,HSIF,J000302
Health,HSIF14,,2025-01-03,HSIF,J000302
"Environment, Manufacturing, and Critical Materials",HSIF18,,2025-01-03,HSIF,J000302
Defense,HSAP02,,2025-01-03,HSAP,J000295
Financial Services and General Government,HSAP23,,2025-01-03,HSAP,J000295
Homeland Security,HSAP15,,2025-01-03,HSAP,J000295
Western Hemisphere,HSFA07,,2025-01-03,HSFA,K000400
Federal Lands,HSII10,,2025-01-03,HSII,K000400
Energy and Mineral Resources,HSII06,,2025-01-03,HSII,K000400
"Energy and Water Development, and Related Agencies",HSAP10,,2025-01-03,HSAP,K000009
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",HSAP01,,2025-01-03,HSAP,K000009
Defense,HSAP02,,2025-01-03,HSAP,K000009
Aviation,HSPW05,,2025-01-03,HSPW,K000398
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2025-01-03,HSPW,K000398
Europe,HSFA14,,2025-01-03,HSFA,K000398
Highways and Transit,HSPW12,,2025-01-03,HSPW,K000398
Research and Technology,HSSY15,,2025-01-03,HSSY,K000398
Africa,HSFA16,,2025-01-03,HSFA,K000398
Energy,HSSY20,,2025-01-03,HSSY,K000398
Europe,HSFA14,,2025-01-03,HSFA,K000375
Intelligence and Special Operations,HSAS26,,2025-01-03,HSAS,K000375
Indo-Pacific,HSFA05,,2025-01-03,HSFA,K000375
"Cyber, Information Technologies, and Innovation",HSAS35,,2025-01-03,HSAS,K000375
Health,HSWM02,,2025-01-03,HSWM,K000376
Tax,HSWM05,,2025-01-03,HSWM,K000376
Forestry,HSAG15,,2025-01-03,HSAG,K000388
"Livestock, Dairy, and Poultry",HSAG29,,2025-01-03,HSAG,K000388
National Intelligence Enterprise,HSIG06,,2025-01-03,HSIG,K000388
Defense Intelligence and Overhead Architecture,HSIG04,,2025-01-03,HSIG,K000388
Intelligence and Special Operations,HSAS26,,2025-01-03,HSAS,K000388
Seapower and Projection Forces,HSAS28,,2025-01-03,HSAS,K000388
Communications and Technology,HSIF16,,2025-01-03,HSIF,K000385
Health,HSIF14,,2025-01-03,HSIF,K000385
"Innovation, Data, and Commerce",HSIF17,,2025-01-03,HSIF,K000385
"Cybersecurity, Information Technology, and Government Innovation",HSGO12,,2025-01-03,HSGO,K000389
Strategic Forces,HSAS29,,2025-01-03,HSAS,K000389
"Cyber, Information Technologies, and Innovation",HSAS35,,2025-01-03,HSAS,K000389
"Economic Growth, Energy Policy, and Regulatory Affairs",HSGO05,,2025-01-03,HSGO,K000389
Health,HSVR03,,2025-01-03,HSVR,K000399
Oversight and Investigations,HSVR08,,2025-01-03,HSVR,K000399
Federal Lands,HSII10,,2025-01-03,HSII,K000399
Seapower and Projection Forces,HSAS28,,2025-01-03,HSAS,K000399
Readiness,HSAS03,,2025-01-03,HSAS,K000399
"Cyber, Information Technologies, and Innovation",HSAS35,,2025-01-03,HSAS,K000399
"Water, Wildlife and Fisheries",HSII13,,2025-01-03,HSII,K000399
Trade,HSWM04,,2025-01-03,HSWM,K000380
Social Security,HSWM01,,2025-01-03,HSWM,K000380
Workforce Protections,HSED10,,2025-01-03,HSED,K000401
The Constitution and Limited Government,HSJU10,,2025-01-03,HSJU,K000401
Crime and Federal Government Surveillance,HSJU08,,2025-01-03,HSJU,K000401
"Early Childhood, Elementary, and Secondary Education",HSED14,,2025-01-03,HSED,K000401
"Courts, Intellectual Property, and the Internet",HSJU03,,2025-01-03,HSJU,K000401
"Energy and Water Development, and Related Agencies",HSAP10,,2025-01-03,HSAP,K000381
Defense,HSAP02,,2025-01-03,HSAP,K000381
"Interior, Environment, and Related Agencies",HSAP06,,2025-01-03,HSAP,K000381
Oversight,HSHA06,,2025-01-03,HSHA,K000381
Modernization,HSHA27,,2025-01-03,HSHA,K000381
Indo-Pacific,HSFA05,,2025-01-03,HSFA,K000394
Military Personnel,HSAS02,,2025-01-03,HSAS,K000394
"Cyber, Information Technologies, and Innovation",HSAS35,,2025-01-03,HSAS,K000394
Oversight and Accountability,HSFA17,,2025-01-03,HSFA,K000394
Indo-Pacific,HSFA05,,2025-01-03,HSFA,K000397
"National Security, Illicit Finance, and International Financial Institutions",HSBA01,,2025-01-03,HSBA,K000397
Africa,HSFA16,,2025-01-03,HSFA,K000397
Financial Institutions and Monetary Policy,HSBA20,,2025-01-03,HSBA,K000397
Central Intelligence Agency,HSIG01,,2025-01-03,HSIG,K000391
"Economic Growth, Energy Policy, and Regulatory Affairs",HSGO05,,2025-01-03,HSGO,K000391
Communications and Technology,HSIF16,,2025-01-03,HSIF,K000382
Health,HSIF14,,2025-01-03,HSIF,K000382
"Energy, Climate, and Grid Security",HSIF03,,2025-01-03,HSIF,K000382
Trade,HSWM04,,2025-01-03,HSWM,K000392
Social Security,HSWM01,,2025-01-03,HSWM,K000392
Tax,HSWM05,,2025-01-03,HSWM,K000392
National Intelligence Enterprise,HSIG06,,2025-01-03,HSIG,L000585
National Security Agency and Cyber,HSIG02,,2025-01-03,HSIG,L000585
Work and Welfare,HSWM03,,2025-01-03,HSWM,L000585
Trade,HSWM04,,2025-01-03,HSWM,L000585
Emergency Management and Technology,HSHM12,,2025-01-03,HSHM,L000598
Tactical Air and Land Forces,HSAS25,,2025-01-03,HSAS,L000598
Transportation and Maritime Security,HSHM07,,2025-01-03,HSHM,L000598
Contracting and Infrastructure,HSSM23,,2025-01-03,HSSM,L000598
"Economic Growth, Tax, and Capital Access",HSSM27,,2025-01-03,HSSM,L000598
"Cyber, Information Technologies, and Innovation",HSAS35,,2025-01-03,HSAS,L000598
"General Farm Commodities, Risk Management, and Credit",HSAG16,,2025-01-03,HSAG,L000578
Forestry,HSAG15,,2025-01-03,HSAG,L000578
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2025-01-03,HSPW,L000578
Highways and Transit,HSPW12,,2025-01-03,HSPW,L000578
Water Resources and Environment,HSPW02,,2025-01-03,HSPW,L000578
"Water, Wildlife and Fisheries",HSII13,,2025-01-03,HSII,L000578
Indian and Insular Affairs,HSII24,,2025-01-03,HSII,L000578
Tactical Air and Land Forces,HSAS25,,2025-01-03,HSAS,L000564
Federal Lands,HSII10,,2025-01-03,HSII,L000564
Energy and Mineral Resources,HSII06,,2025-01-03,HSII,L000564
Strategic Forces,HSAS29,,2025-01-03,HSAS,L000564
Technology Modernization,HSVR11,,2025-01-03,HSVR,L000601
"Rural Development, Energy, and Supply Chains",HSSM21,,2025-01-03,HSSM,L000601
"Economic Growth, Tax, and Capital Access",HSSM27,,2025-01-03,HSSM,L000601
Health,HSVR03,,2025-01-03,HSVR,L000601
Legislative and Budget Process,HSRU02,,2025-01-03,HSRU,L000600
Health Care and Financial Services,HSGO27,,2025-01-03,HSGO,L000600
"Cybersecurity, Information Technology, and Government Innovation",HSGO12,,2025-01-03,HSGO,L000600
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,,2025-01-03,HSAG,L000600
"Economic Growth, Energy Policy, and Regulatory Affairs",HSGO05,,2025-01-03,HSGO,L000600
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,,2025-01-03,HSAG,L000600
Social Security,HSWM01,,2025-01-03,HSWM,L000557
Tax,HSWM05,,2025-01-03,HSWM,L000557
Communications and Technology,HSIF16,,2025-01-03,HSIF,L000566
Health,HSIF14,,2025-01-03,HSIF,L000566
"Energy, Climate, and Grid Security",HSIF03,,2025-01-03,HSIF,L000566
Legislative Branch,HSAP24,,2025-01-03,HSAP,L000266
"Labor, Health and Human Services, Education, and Related Agencies",HSAP07,,2025-01-03,HSAP,L000266
"National Security, the Border, and Foreign Affairs",HSGO06,,2025-01-03,HSGO,L000266
"State, Foreign Operations, and Related Programs",HSAP04,,2025-01-03,HSAP,L000266
Europe,HSFA14,,2025-01-03,HSFA,L000599
Housing and Insurance,HSBA04,,2025-01-03,HSBA,L000599
Capital Markets,HSBA16,,2025-01-03,HSBA,L000599
"Middle East, North Africa, and Central Asia",HSFA13,,2025-01-03,HSFA,L000599
Responsiveness and Accountability to Oversight,HSJU13,,2025-01-03,HSJU,L000597
Crime and Federal Government Surveillance,HSJU08,,2025-01-03,HSJU,L000597
Transportation and Maritime Security,HSHM07,,2025-01-03,HSHM,L000597
Cybersecurity and Infrastructure Protection,HSHM08,,2025-01-03,HSHM,L000597
"Courts, Intellectual Property, and the Internet",HSJU03,,2025-01-03,HSJU,L000597
Elections,HSHA08,,2025-01-03,HSHA,L000597
"Energy and Water Development, and Related Agencies",HSAP10,,2025-01-03,HSAP,L000590
